Transaction_Amount,Transaction_Type,Time_of_Transaction,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Device_Used,Fraudulent
4257.11,POS Payment,4.0,Los Angeles,1,1,6,Credit Card,Mobile,0
2112.03,Online Purchase,14.0,San Francisco,0,15,5,UPI,Desktop,0
649.42,Online Purchase,15.0,Houston,0,84,8,Debit Card,Desktop,0
4792.37,ATM Withdrawal,13.0,San Francisco,1,48,11,Credit Card,Mobile,0
1577.07,POS Payment,19.0,Houston,2,106,9,Credit Card,Desktop,0
2776.74,Online Purchase,3.0,Miami,3,6,3,Net Banking,Desktop,0
49997.8,Bank Transfer,3.0,Miami,1,6,2,Debit Card,Mobile,0
624.08,ATM Withdrawal,18.0,Los Angeles,0,1,4,UPI,Desktop,0
624.78,Online Purchase,12.0,Boston,2,10,5,Debit Card,Desktop,0
1847.6,Online Purchase,22.0,Los Angeles,1,21,5,Credit Card,Desktop,0
2150.18,Online Purchase,21.0,Los Angeles,1,15,12,Debit Card,Tablet,0
1629.86,Bank Transfer,18.0,New York,2,39,13,Credit Card,Tablet,0
2494.29,Bill Payment,3.0,Seattle,1,116,11,Debit Card,Desktop,0
2874.4,POS Payment,0.0,Chicago,2,5,4,Net Banking,Tablet,0
4669.65,ATM Withdrawal,8.0,Los Angeles,4,48,9,Debit Card,Mobile,0
1182.61,Bill Payment,18.0,Boston,1,11,2,Debit Card,Tablet,0
1008.69,Online Purchase,12.0,Seattle,0,81,14,Credit Card,Mobile,0
4190.02,POS Payment,21.0,Seattle,1,40,10,UPI,Mobile,0
3194.01,Bank Transfer,15.0,Seattle,0,88,7,Net Banking,Tablet,0
4782.87,ATM Withdrawal,21.0,Houston,4,43,6,Credit Card,Tablet,0
2264.26,POS Payment,14.0,Miami,3,28,10,Credit Card,Desktop,0
259.77,ATM Withdrawal,14.0,Boston,0,64,2,Debit Card,Mobile,0
1294.66,ATM Withdrawal,7.0,Miami,3,84,2,UPI,Desktop,0
3655.29,Bank Transfer,16.0,Chicago,3,48,4,UPI,Tablet,0
49997.8,ATM Withdrawal,13.0,San Francisco,1,81,10,UPI,Desktop,0
1201.87,Bill Payment,9.0,New York,3,37,9,UPI,Tablet,0
314.69,POS Payment,0.0,Chicago,2,10,2,Debit Card,Mobile,0
3462.38,Online Purchase,3.0,San Francisco,4,75,13,Net Banking,Tablet,0
2704.59,Online Purchase,1.0,Chicago,4,97,7,Credit Card,Tablet,0
1681.93,ATM Withdrawal,4.0,Boston,3,5,14,Net Banking,Unknown Device,0
334.24,ATM Withdrawal,2.0,Chicago,2,93,5,Credit Card,Tablet,0
1066.01,Online Purchase,0.0,Chicago,1,75,12,UPI,Mobile,0
934.59,Bill Payment,13.0,Houston,3,69,13,Invalid Method,Tablet,0
349.07,Online Purchase,2.0,Boston,1,94,5,Credit Card,Mobile,0
2398.4,ATM Withdrawal,8.0,San Francisco,4,26,5,Debit Card,Mobile,0
2442.19,Online Purchase,1.0,Los Angeles,3,77,13,Debit Card,Mobile,0
2712.45,Online Purchase,23.0,San Francisco,4,67,14,Net Banking,Mobile,0
1264.2,Bank Transfer,8.0,Los Angeles,3,61,1,Credit Card,Tablet,0
4121.76,Bill Payment,21.0,Los Angeles,3,90,7,UPI,Mobile,0
2806.71,Bill Payment,12.0,Boston,3,3,2,Debit Card,Tablet,0
156.86,Online Purchase,2.0,Houston,4,18,11,Debit Card,Desktop,0
4906.93,Bill Payment,11.0,Houston,0,64,13,Invalid Method,Tablet,0
4451.19,Bill Payment,20.0,Chicago,0,55,3,Debit Card,Mobile,0
3113.99,Bill Payment,23.0,New York,3,34,1,Debit Card,Mobile,0
4379.45,ATM Withdrawal,19.0,Boston,2,105,8,UPI,Tablet,0
986.38,Bill Payment,7.0,New York,4,37,6,Net Banking,Tablet,0
1964.18,POS Payment,3.0,Chicago,1,15,5,UPI,Tablet,0
5.65,Bank Transfer,14.0,Miami,0,48,7,Net Banking,Desktop,0
561.27,POS Payment,20.0,Chicago,2,47,5,Net Banking,Desktop,0
2828.94,Bill Payment,19.0,Miami,2,100,4,UPI,Mobile,0
2267.24,Online Purchase,10.0,San Francisco,1,39,4,UPI,Desktop,0
521.88,Online Purchase,18.0,Miami,1,36,6,Net Banking,Tablet,0
918.01,Bank Transfer,16.0,Houston,2,87,7,Net Banking,Tablet,0
960.36,Bank Transfer,3.0,Seattle,2,20,4,Credit Card,Mobile,0
2970.98,ATM Withdrawal,16.0,San Francisco,2,89,10,Debit Card,Desktop,0
1081.97,Online Purchase,3.0,New York,2,43,3,UPI,Tablet,0
2642.94,ATM Withdrawal,17.0,Seattle,0,60,13,Credit Card,Mobile,0
620.18,POS Payment,18.0,San Francisco,3,80,11,Invalid Method,Mobile,0
3098.2,ATM Withdrawal,20.0,Seattle,2,115,5,Credit Card,Tablet,0
3451.07,ATM Withdrawal,2.0,Los Angeles,3,89,6,Debit Card,Mobile,0
3726.34,Bank Transfer,15.0,Boston,3,65,7,Credit Card,Tablet,0
3240.24,Bill Payment,17.0,New York,2,69,2,Debit Card,Tablet,0
4147.74,POS Payment,3.0,Boston,2,94,4,Debit Card,Desktop,0
2556.21,ATM Withdrawal,0.0,Los Angeles,1,64,8,UPI,Tablet,0
3088.66,ATM Withdrawal,0.0,Seattle,4,59,13,UPI,Desktop,0
1225.46,Online Purchase,16.0,Boston,2,36,9,Net Banking,Desktop,1
3827.93,ATM Withdrawal,20.0,San Francisco,1,40,13,Net Banking,Mobile,1
1998.07,Bill Payment,17.0,Chicago,2,48,3,UPI,Desktop,0
3209.74,Bill Payment,6.0,Chicago,0,79,6,Debit Card,Mobile,0
577.24,Online Purchase,3.0,Houston,0,117,3,UPI,Mobile,0
3253.25,Bank Transfer,15.0,New York,0,44,8,Debit Card,Mobile,0
420.51,POS Payment,22.0,Houston,1,32,14,Debit Card,Mobile,0
3643.24,ATM Withdrawal,13.0,Houston,1,87,4,Credit Card,Desktop,0
4048.65,POS Payment,11.0,New York,0,115,9,Debit Card,Desktop,0
1473.93,POS Payment,20.0,Chicago,0,80,2,Net Banking,Desktop,0
1526.26,Online Purchase,7.0,Boston,0,30,11,Debit Card,Tablet,0
3203.86,Online Purchase,13.0,Houston,2,45,3,UPI,Tablet,0
4389.52,Bill Payment,18.0,Boston,4,61,7,Credit Card,Desktop,0
1666.71,Bank Transfer,1.0,New York,3,27,11,Debit Card,Desktop,0
190.58,Bill Payment,22.0,San Francisco,4,94,8,Invalid Method,Mobile,0
4483.62,Bill Payment,16.0,Boston,4,86,11,Credit Card,Tablet,0
6.2,Bill Payment,10.0,New York,3,38,13,Debit Card,Desktop,0
2164.99,ATM Withdrawal,8.0,Chicago,1,20,10,Net Banking,Mobile,0
2477.7,Bill Payment,3.0,New York,3,60,4,Debit Card,Tablet,0
3234.44,Bill Payment,10.0,San Francisco,2,34,2,Net Banking,Mobile,0
3959.26,Bank Transfer,12.0,Los Angeles,0,59,9,UPI,Mobile,0
1126.64,Bank Transfer,21.0,Los Angeles,2,26,1,Debit Card,Desktop,0
1904.76,Bill Payment,14.0,Los Angeles,0,83,14,Debit Card,Desktop,0
2642.9,ATM Withdrawal,7.0,Seattle,0,11,14,UPI,Tablet,0
1165.87,Bank Transfer,2.0,Los Angeles,1,85,2,Credit Card,Tablet,0
3095.55,Bill Payment,2.0,Chicago,4,49,3,Net Banking,Mobile,0
4700.22,POS Payment,2.0,San Francisco,0,116,2,UPI,Tablet,0
3221.41,Bill Payment,14.0,Houston,1,99,5,Debit Card,Unknown Device,0
4154.93,Bank Transfer,21.0,Los Angeles,1,86,6,Debit Card,Mobile,0
4988.73,POS Payment,9.0,New York,2,103,3,Debit Card,Tablet,0
4539.28,POS Payment,14.0,Miami,0,97,1,Debit Card,Mobile,0
4126.23,Bank Transfer,17.0,Seattle,0,15,12,Credit Card,Mobile,0
908.1,Online Purchase,2.0,Los Angeles,4,7,5,Net Banking,Desktop,0
1698.66,POS Payment,15.0,San Francisco,2,85,10,Credit Card,Mobile,0
4162.37,POS Payment,23.0,Boston,3,66,12,Credit Card,Tablet,0
4868.04,POS Payment,10.0,Miami,3,43,8,Credit Card,Mobile,0
4085.12,POS Payment,22.0,San Francisco,4,30,6,Net Banking,Tablet,0
26.35,Bill Payment,19.0,Miami,2,112,4,UPI,Mobile,0
4974.95,POS Payment,18.0,Seattle,1,45,11,Credit Card,Mobile,0
1610.82,POS Payment,1.0,Los Angeles,1,63,7,UPI,Desktop,0
4719.71,Bill Payment,19.0,New York,0,46,5,Credit Card,Tablet,0
233.97,Bank Transfer,11.0,Seattle,3,18,7,Debit Card,Tablet,0
4986.8,ATM Withdrawal,14.0,Miami,2,83,12,UPI,Tablet,0
2951.19,Online Purchase,5.0,Seattle,2,21,3,Net Banking,Desktop,0
2486.53,Bill Payment,15.0,San Francisco,2,97,9,Credit Card,Tablet,0
1208.91,Bank Transfer,18.0,Chicago,2,45,1,UPI,Mobile,0
279.9,POS Payment,10.0,Los Angeles,4,110,3,Net Banking,Mobile,0
1333.4,ATM Withdrawal,10.0,San Francisco,3,58,11,Net Banking,Tablet,0
2022.5,Bank Transfer,7.0,Miami,3,3,2,Net Banking,Mobile,0
3463.04,Bank Transfer,2.0,New York,2,3,7,Net Banking,Desktop,0
2238.64,POS Payment,12.0,Seattle,1,35,8,Net Banking,Tablet,0
1141.83,Bill Payment,21.0,Houston,4,106,9,Net Banking,Desktop,0
445.9,POS Payment,1.0,Seattle,1,80,1,Debit Card,Desktop,0
789.49,ATM Withdrawal,17.0,Miami,1,19,9,Credit Card,Desktop,0
2221.65,POS Payment,19.0,Chicago,2,9,8,Credit Card,Mobile,0
2921.01,Online Purchase,3.0,New York,0,103,3,Credit Card,Tablet,0
355.6,Bank Transfer,2.0,Los Angeles,2,11,3,Net Banking,Desktop,0
3446.96,POS Payment,19.0,Boston,3,35,5,Net Banking,Desktop,0
2467.56,Bill Payment,21.0,Chicago,4,21,10,Debit Card,Tablet,0
2476.0,Bank Transfer,21.0,Miami,4,86,5,Debit Card,Tablet,0
1776.42,Bill Payment,12.0,Seattle,1,83,13,Debit Card,Tablet,0
4430.1,POS Payment,15.0,New York,0,114,7,UPI,Desktop,0
3986.95,POS Payment,12.0,Boston,1,17,14,UPI,Desktop,0
3447.59,POS Payment,0.0,Chicago,3,70,3,UPI,Tablet,0
4661.62,Online Purchase,4.0,New York,1,110,2,UPI,Desktop,0
4217.79,POS Payment,7.0,Houston,3,57,6,Net Banking,Desktop,0
1715.89,Online Purchase,22.0,San Francisco,2,5,2,Credit Card,Tablet,0
2500.1,POS Payment,3.0,San Francisco,2,81,10,Credit Card,Desktop,0
2899.21,ATM Withdrawal,18.0,Seattle,4,107,14,Debit Card,Tablet,0
4488.69,Bank Transfer,1.0,Miami,2,22,7,UPI,Desktop,0
4279.42,Bill Payment,9.0,San Francisco,2,65,7,Credit Card,Unknown Device,0
2979.02,Bill Payment,7.0,Boston,3,62,11,Debit Card,Tablet,0
849.51,Online Purchase,20.0,Chicago,0,58,8,Credit Card,Tablet,0
2281.21,POS Payment,0.0,Miami,2,71,1,Debit Card,Desktop,0
4297.78,Bank Transfer,13.0,San Francisco,1,22,6,Debit Card,Desktop,0
2817.72,POS Payment,4.0,San Francisco,3,110,10,Invalid Method,Tablet,0
4797.74,Bank Transfer,2.0,Chicago,2,6,10,Debit Card,Desktop,0
3951.23,Online Purchase,0.0,Chicago,1,89,5,Net Banking,Desktop,0
72.25,Bank Transfer,6.0,Los Angeles,0,41,8,Credit Card,Desktop,0
4402.16,Bill Payment,17.0,Houston,0,26,2,Debit Card,Mobile,0
4013.09,ATM Withdrawal,15.0,Chicago,0,111,14,UPI,Mobile,1
1164.25,Bill Payment,8.0,Seattle,2,57,8,Credit Card,Tablet,0
12.59,Online Purchase,9.0,San Francisco,3,56,11,Credit Card,Desktop,0
1601.83,Bill Payment,5.0,Seattle,3,39,9,Debit Card,Mobile,0
1334.79,Online Purchase,23.0,Los Angeles,1,53,10,Credit Card,Mobile,0
1086.31,ATM Withdrawal,11.0,Boston,0,55,8,Debit Card,Mobile,0
365.47,POS Payment,23.0,Houston,2,50,7,Debit Card,Mobile,0
4456.78,Bill Payment,6.0,New York,1,4,10,Credit Card,Desktop,0
949.72,Bill Payment,18.0,Miami,3,17,4,UPI,Mobile,1
1729.37,ATM Withdrawal,19.0,New York,4,97,5,UPI,Unknown Device,1
1153.12,Bank Transfer,7.0,Seattle,3,90,10,Net Banking,Mobile,0
830.32,Online Purchase,3.0,Houston,2,102,7,Credit Card,Desktop,0
2940.19,Bank Transfer,23.0,Los Angeles,4,88,7,UPI,Mobile,0
2772.35,POS Payment,10.0,Houston,1,113,5,Credit Card,Mobile,0
2109.99,Bank Transfer,22.0,Houston,1,54,5,Debit Card,Desktop,0
258.13,Bank Transfer,11.0,Boston,2,3,6,Debit Card,Desktop,0
3131.79,Bill Payment,18.0,San Francisco,2,2,1,Credit Card,Mobile,0
980.06,Bill Payment,10.0,New York,2,14,9,Debit Card,Desktop,0
3156.92,Bank Transfer,3.0,Seattle,4,103,1,UPI,Tablet,0
1820.26,POS Payment,12.0,Miami,2,3,11,Debit Card,Tablet,0
1713.02,Bank Transfer,22.0,Boston,1,86,14,Net Banking,Desktop,0
1417.52,Online Purchase,7.0,Los Angeles,0,107,11,UPI,Tablet,0
1491.79,Bank Transfer,21.0,Los Angeles,0,75,2,UPI,Mobile,0
4109.45,ATM Withdrawal,15.0,New York,3,25,7,Debit Card,Desktop,0
49997.8,POS Payment,3.0,Seattle,2,19,1,Invalid Method,Desktop,0
4619.15,Online Purchase,7.0,Los Angeles,2,17,1,Credit Card,Mobile,0
2091.3,POS Payment,7.0,San Francisco,2,21,3,Credit Card,Mobile,0
740.92,Online Purchase,5.0,San Francisco,1,30,6,Credit Card,Mobile,0
240.42,Bill Payment,13.0,Chicago,2,51,5,Debit Card,Mobile,0
151.59,Bill Payment,14.0,Houston,4,16,14,Debit Card,Mobile,0
3964.08,Online Purchase,22.0,Boston,4,84,8,Credit Card,Desktop,0
2401.76,Bill Payment,18.0,Boston,2,103,4,Debit Card,Tablet,0
3402.39,ATM Withdrawal,12.0,Boston,0,43,2,UPI,Tablet,0
4344.41,POS Payment,7.0,Boston,4,26,9,UPI,Desktop,0
3017.94,POS Payment,14.0,Chicago,0,80,3,Credit Card,Mobile,0
4775.58,POS Payment,14.0,New York,4,43,10,Net Banking,Desktop,0
410.27,Bill Payment,10.0,Los Angeles,1,95,12,UPI,Mobile,0
3720.37,Bill Payment,13.0,San Francisco,0,29,11,Credit Card,Tablet,0
1769.18,Bank Transfer,18.0,Chicago,1,93,14,UPI,Mobile,0
280.46,Bank Transfer,16.0,Chicago,4,74,13,Debit Card,Unknown Device,0
1815.67,ATM Withdrawal,6.0,Miami,2,86,11,Net Banking,Mobile,0
716.59,ATM Withdrawal,19.0,Los Angeles,1,1,13,Credit Card,Tablet,0
1652.61,Bank Transfer,14.0,Los Angeles,0,94,4,Net Banking,Tablet,0
2977.42,Bank Transfer,12.0,San Francisco,4,113,2,UPI,Desktop,0
3992.76,POS Payment,9.0,Miami,2,91,1,Invalid Method,Mobile,0
181.41,Online Purchase,8.0,New York,0,29,13,Debit Card,Mobile,0
506.26,Bill Payment,2.0,Seattle,4,114,7,Net Banking,Desktop,0
3491.47,Bill Payment,11.0,San Francisco,0,31,2,Debit Card,Desktop,0
3239.5,Online Purchase,19.0,New York,2,111,6,Net Banking,Tablet,0
3800.58,Online Purchase,2.0,Los Angeles,2,114,11,Credit Card,Mobile,1
2327.04,Bill Payment,2.0,Chicago,0,92,1,Credit Card,Desktop,0
841.98,Bank Transfer,11.0,Chicago,3,119,9,UPI,Mobile,0
1445.44,Bank Transfer,5.0,Houston,0,15,9,Debit Card,Mobile,0
270.39,Online Purchase,5.0,Chicago,1,23,7,Debit Card,Desktop,0
1117.42,ATM Withdrawal,20.0,Miami,2,101,14,UPI,Mobile,0
620.18,POS Payment,22.0,New York,1,55,1,UPI,Mobile,0
3163.08,Online Purchase,11.0,New York,2,63,8,UPI,Tablet,0
4102.65,Online Purchase,23.0,Miami,2,117,12,UPI,Desktop,0
261.66,Bill Payment,6.0,Chicago,2,6,9,Debit Card,Tablet,0
2839.18,POS Payment,21.0,Houston,2,30,4,Net Banking,Desktop,0
4566.36,POS Payment,14.0,Los Angeles,4,29,3,Credit Card,Tablet,0
4462.07,Bill Payment,3.0,Seattle,3,95,10,Debit Card,Tablet,0
2977.01,Bank Transfer,19.0,Seattle,4,41,14,Debit Card,Mobile,0
3968.25,Online Purchase,5.0,Boston,4,54,6,Debit Card,Desktop,0
2366.91,Online Purchase,4.0,Miami,1,14,3,Debit Card,Mobile,0
844.26,Bank Transfer,4.0,Chicago,3,79,6,Debit Card,Tablet,0
2440.68,Bill Payment,11.0,Boston,1,95,5,UPI,Mobile,0
2696.6,Bank Transfer,16.0,Seattle,2,83,1,UPI,Desktop,0
4023.19,Bill Payment,12.0,Los Angeles,2,111,5,Debit Card,Mobile,0
1394.23,Bill Payment,17.0,Chicago,1,97,7,Credit Card,Tablet,0
2066.78,POS Payment,16.0,Seattle,1,58,12,UPI,Tablet,0
3672.22,ATM Withdrawal,11.0,New York,0,105,6,UPI,Tablet,0
2776.07,POS Payment,16.0,Chicago,1,53,12,UPI,Mobile,0
4770.74,Bill Payment,12.0,New York,4,65,2,UPI,Mobile,0
3252.84,POS Payment,5.0,Seattle,4,69,6,Credit Card,Desktop,0
1334.79,ATM Withdrawal,2.0,New York,3,5,13,Debit Card,Mobile,0
4320.15,ATM Withdrawal,4.0,Chicago,1,30,12,Net Banking,Mobile,0
1892.08,POS Payment,17.0,New York,4,2,3,UPI,Mobile,0
3328.09,Online Purchase,8.0,Chicago,0,30,6,Net Banking,Mobile,0
2176.25,Bill Payment,10.0,Miami,2,40,8,Net Banking,Mobile,0
3434.78,ATM Withdrawal,20.0,Boston,3,43,14,Debit Card,Tablet,0
4914.08,Bill Payment,8.0,Chicago,1,52,13,Net Banking,Desktop,1
3665.6,Bill Payment,11.0,Boston,3,2,6,Net Banking,Mobile,0
3579.28,Online Purchase,21.0,San Francisco,0,117,7,Debit Card,Mobile,0
1285.34,Bill Payment,17.0,New York,2,70,9,UPI,Tablet,0
3210.74,Bank Transfer,0.0,Seattle,3,116,2,Invalid Method,Tablet,0
251.38,POS Payment,17.0,Houston,2,112,8,Debit Card,Mobile,0
2901.6,ATM Withdrawal,12.0,Miami,1,19,11,Net Banking,Tablet,1
927.62,Bill Payment,23.0,Boston,4,99,12,Debit Card,Desktop,0
4632.69,Bank Transfer,18.0,San Francisco,3,108,10,UPI,Tablet,0
1964.95,POS Payment,17.0,Seattle,3,76,14,Net Banking,Tablet,0
2180.38,Bill Payment,17.0,New York,1,38,13,Debit Card,Unknown Device,0
154.49,ATM Withdrawal,12.0,Seattle,0,32,11,UPI,Mobile,0
4437.55,Bill Payment,11.0,San Francisco,3,54,13,Net Banking,Desktop,0
2900.48,Bank Transfer,0.0,New York,0,30,4,Invalid Method,Desktop,0
2600.09,POS Payment,13.0,Boston,1,54,3,UPI,Mobile,0
4729.25,POS Payment,13.0,Houston,4,28,4,UPI,Desktop,0
4925.08,ATM Withdrawal,12.0,Houston,0,74,1,Net Banking,Desktop,0
355.63,Bill Payment,23.0,Seattle,3,68,6,Debit Card,Tablet,1
3856.19,Bill Payment,7.0,Houston,4,62,11,Credit Card,Mobile,0
3284.3,POS Payment,19.0,Seattle,1,33,5,Credit Card,Mobile,0
3830.29,POS Payment,14.0,Los Angeles,2,1,1,Net Banking,Mobile,0
1947.03,Bill Payment,2.0,New York,2,85,1,Credit Card,Desktop,0
2425.71,ATM Withdrawal,19.0,Seattle,2,20,2,Credit Card,Desktop,0
2948.95,ATM Withdrawal,6.0,Chicago,1,35,7,Debit Card,Desktop,0
1385.76,POS Payment,5.0,Los Angeles,2,97,7,Net Banking,Tablet,0
4325.11,ATM Withdrawal,11.0,Houston,0,105,2,Debit Card,Tablet,0
2057.1,Bill Payment,3.0,Miami,3,87,11,Net Banking,Desktop,0
421.11,Bill Payment,12.0,Chicago,0,71,3,Credit Card,Tablet,0
154.52,Bank Transfer,2.0,Seattle,1,28,10,Credit Card,Mobile,0
2728.35,ATM Withdrawal,6.0,San Francisco,3,68,12,Net Banking,Mobile,0
1069.22,Online Purchase,16.0,San Francisco,2,44,13,Debit Card,Desktop,0
1543.17,Bank Transfer,18.0,Seattle,2,54,9,UPI,Tablet,0
2775.84,Bill Payment,3.0,Houston,2,34,2,Net Banking,Desktop,0
128.47,ATM Withdrawal,8.0,Boston,2,93,6,Debit Card,Mobile,0
2008.48,Online Purchase,18.0,San Francisco,2,104,10,Net Banking,Desktop,0
3299.57,Bank Transfer,17.0,Miami,1,40,4,Debit Card,Mobile,0
2995.1,ATM Withdrawal,8.0,Chicago,4,9,1,Net Banking,Tablet,0
1691.06,Bill Payment,16.0,Chicago,0,26,7,Debit Card,Desktop,0
94.74,Bank Transfer,10.0,San Francisco,0,4,11,Net Banking,Desktop,0
3371.49,POS Payment,0.0,Boston,1,9,2,UPI,Tablet,0
1188.05,ATM Withdrawal,9.0,Miami,1,10,6,Credit Card,Tablet,0
3619.25,POS Payment,17.0,Chicago,4,10,14,Credit Card,Unknown Device,0
2112.11,ATM Withdrawal,8.0,Seattle,3,56,10,Credit Card,Mobile,1
4144.72,ATM Withdrawal,11.0,New York,0,109,6,Net Banking,Desktop,0
3843.68,Bank Transfer,10.0,New York,1,100,12,Credit Card,Tablet,0
4997.81,ATM Withdrawal,20.0,San Francisco,2,89,12,Debit Card,Tablet,0
3304.33,ATM Withdrawal,9.0,San Francisco,3,45,5,Debit Card,Tablet,0
3983.19,Bill Payment,13.0,New York,2,84,12,Credit Card,Mobile,0
4932.44,Bank Transfer,15.0,Chicago,4,1,6,Debit Card,Desktop,0
1618.31,Bill Payment,2.0,Chicago,1,7,7,UPI,Mobile,0
1867.43,Bill Payment,21.0,Boston,0,13,5,Debit Card,Desktop,0
3033.5,ATM Withdrawal,20.0,Seattle,4,43,8,UPI,Mobile,0
4505.64,Online Purchase,3.0,San Francisco,4,5,3,Debit Card,Desktop,0
2871.86,Bill Payment,1.0,Miami,4,35,1,Debit Card,Mobile,0
3529.75,Bank Transfer,23.0,Miami,3,115,2,Credit Card,Mobile,0
1586.1,Bank Transfer,12.0,Boston,2,108,8,UPI,Tablet,0
3040.44,Bill Payment,1.0,Houston,1,20,6,Debit Card,Tablet,0
177.97,Online Purchase,18.0,Seattle,3,57,2,Credit Card,Desktop,0
4750.12,Bill Payment,4.0,Houston,4,38,10,Debit Card,Desktop,1
4333.15,POS Payment,10.0,New York,4,107,14,Net Banking,Tablet,0
750.93,ATM Withdrawal,8.0,New York,4,40,1,Net Banking,Mobile,0
348.05,ATM Withdrawal,7.0,Seattle,2,79,4,Debit Card,Desktop,0
943.46,POS Payment,11.0,New York,3,14,11,Net Banking,Mobile,0
3964.14,Online Purchase,14.0,Los Angeles,3,112,11,UPI,Tablet,0
3272.04,POS Payment,16.0,Seattle,1,47,10,Debit Card,Desktop,0
3393.99,POS Payment,8.0,Seattle,3,41,4,UPI,Desktop,0
368.93,Bill Payment,5.0,Los Angeles,3,115,9,UPI,Tablet,0
228.98,Bill Payment,7.0,Houston,1,41,6,Credit Card,Desktop,0
693.43,ATM Withdrawal,3.0,New York,1,103,2,Credit Card,Mobile,0
215.01,POS Payment,14.0,Houston,4,92,4,Net Banking,Mobile,0
1237.0,ATM Withdrawal,17.0,Miami,2,3,13,Net Banking,Desktop,0
3684.98,POS Payment,7.0,Miami,1,81,10,UPI,Mobile,0
3912.01,Bank Transfer,11.0,Boston,4,20,6,Net Banking,Tablet,0
4423.79,POS Payment,20.0,Miami,1,102,13,UPI,Desktop,0
1692.76,POS Payment,21.0,Houston,1,65,12,Debit Card,Tablet,0
4470.37,Online Purchase,4.0,Miami,3,84,11,Net Banking,Unknown Device,0
1417.24,Online Purchase,1.0,Houston,2,87,2,UPI,Mobile,0
1054.69,ATM Withdrawal,8.0,Chicago,2,110,8,UPI,Tablet,0
2149.74,POS Payment,21.0,Houston,0,98,8,Credit Card,Desktop,0
4566.98,Bill Payment,0.0,Houston,2,102,2,UPI,Desktop,0
2907.2,Bank Transfer,7.0,Miami,2,10,2,Credit Card,Desktop,0
944.04,Bank Transfer,17.0,Chicago,1,113,14,UPI,Unknown Device,0
2454.4,Bank Transfer,13.0,Houston,0,51,1,UPI,Desktop,0
851.68,Bill Payment,8.0,Houston,1,78,8,UPI,Mobile,0
3434.16,POS Payment,16.0,New York,1,54,3,UPI,Mobile,0
2435.76,Online Purchase,22.0,Miami,4,95,10,Credit Card,Tablet,0
2329.03,Bank Transfer,5.0,San Francisco,0,20,2,Debit Card,Desktop,0
3852.97,POS Payment,9.0,Chicago,0,67,2,Debit Card,Desktop,0
4341.66,Online Purchase,14.0,Houston,2,47,8,UPI,Mobile,0
4275.0,POS Payment,20.0,Chicago,1,104,3,Debit Card,Desktop,0
704.63,POS Payment,2.0,Houston,2,46,7,Net Banking,Desktop,1
4867.66,POS Payment,1.0,New York,1,80,9,Debit Card,Mobile,0
4804.57,ATM Withdrawal,22.0,Boston,3,20,5,UPI,Mobile,0
892.16,POS Payment,6.0,Houston,0,118,9,UPI,Mobile,0
866.46,Bill Payment,11.0,San Francisco,1,32,3,Net Banking,Tablet,0
3581.28,POS Payment,0.0,Chicago,1,93,13,Debit Card,Tablet,0
4612.22,Bill Payment,13.0,Los Angeles,2,15,13,Credit Card,Mobile,0
2948.07,POS Payment,21.0,San Francisco,2,15,8,Credit Card,Desktop,0
4618.23,Online Purchase,10.0,Boston,4,108,5,UPI,Tablet,0
4876.38,Bill Payment,9.0,San Francisco,2,62,2,Debit Card,Desktop,0
4341.71,Bank Transfer,5.0,New York,4,75,9,Debit Card,Mobile,0
4548.57,Bank Transfer,18.0,Los Angeles,0,27,5,Debit Card,Mobile,0
3394.7,ATM Withdrawal,0.0,Chicago,0,97,1,Debit Card,Mobile,0
7.64,Online Purchase,13.0,New York,3,22,4,Invalid Method,Mobile,0
2630.45,Online Purchase,14.0,San Francisco,2,85,11,Credit Card,Tablet,0
1880.75,Bill Payment,19.0,Boston,0,92,3,Debit Card,Mobile,0
4891.22,ATM Withdrawal,0.0,Houston,4,83,3,UPI,Tablet,0
2522.63,POS Payment,3.0,Boston,0,15,8,UPI,Desktop,0
2509.59,Online Purchase,1.0,San Francisco,0,24,8,Debit Card,Mobile,0
3994.39,Bank Transfer,23.0,Houston,1,80,14,Debit Card,Tablet,0
286.14,ATM Withdrawal,16.0,San Francisco,2,40,13,Net Banking,Tablet,0
716.35,Bill Payment,16.0,New York,0,103,7,Debit Card,Tablet,0
195.05,POS Payment,6.0,Houston,0,29,3,Credit Card,Desktop,0
3816.52,Online Purchase,14.0,San Francisco,1,59,1,UPI,Desktop,0
911.38,Online Purchase,6.0,Miami,0,24,7,Net Banking,Tablet,0
442.87,Bill Payment,14.0,Houston,2,52,8,Credit Card,Tablet,0
2763.67,Online Purchase,21.0,Chicago,2,95,12,Net Banking,Unknown Device,0
2782.08,ATM Withdrawal,12.0,Los Angeles,3,79,14,UPI,Desktop,1
1355.34,Bank Transfer,3.0,Boston,4,29,14,UPI,Tablet,0
1632.77,Online Purchase,9.0,New York,1,106,13,UPI,Desktop,0
4157.55,ATM Withdrawal,4.0,San Francisco,3,109,6,Debit Card,Desktop,0
3740.43,Bank Transfer,6.0,San Francisco,4,52,9,Debit Card,Tablet,0
2935.39,ATM Withdrawal,6.0,Miami,1,52,10,Debit Card,Tablet,0
378.97,Bank Transfer,3.0,New York,2,110,11,Net Banking,Desktop,0
2132.85,Bill Payment,14.0,Seattle,3,17,13,UPI,Mobile,0
