Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
3101.51,Online Purchase,21.0,Mobile,Los Angeles,1,47,10,Debit Card,1
2799.57,Online Purchase,20.0,Mobile,Miami,4,106,1,Debit Card,1
319.18,Bill Payment,11.0,Mobile,Chicago,1,2,3,Net Banking,1
2080.9,Bank Transfer,15.0,Tablet,Miami,3,68,12,UPI,1
4239.31,POS Payment,0.0,Tablet,Miami,4,85,1,Credit Card,1
2218.35,POS Payment,20.0,Desktop,Los Angeles,1,87,5,UPI,1
2118.76,POS Payment,20.0,Tablet,Houston,1,106,1,Net Banking,1
784.67,ATM Withdrawal,9.0,Mobile,Chicago,0,41,3,Debit Card,1
4235.73,POS Payment,10.0,Tablet,Chicago,1,34,5,Net Banking,1
4223.51,POS Payment,22.0,Tablet,Seattle,2,56,1,Debit Card,1
2930.97,Bill Payment,17.0,Mobile,Boston,2,9,7,Net Banking,1
3693.34,Online Purchase,5.0,Tablet,Los Angeles,2,106,13,UPI,1
2089.09,Online Purchase,17.0,Tablet,Chicago,0,26,3,Net Banking,1
4267.35,Online Purchase,18.0,Mobile,Seattle,1,93,8,Net Banking,1
3685.86,ATM Withdrawal,3.0,Tablet,Miami,3,86,1,Debit Card,1
1592.47,Online Purchase,20.0,Mobile,New York,2,108,2,Credit Card,1
1722.93,ATM Withdrawal,8.0,Tablet,Los Angeles,2,108,14,Net Banking,1
840.68,POS Payment,9.0,Desktop,Chicago,3,104,13,Credit Card,1
1723.29,POS Payment,17.0,Tablet,Boston,3,55,14,Credit Card,1
2870.56,Bank Transfer,12.0,Tablet,Houston,4,106,11,Net Banking,1
4925.13,Bank Transfer,14.0,Tablet,Houston,1,86,13,Debit Card,1
2438.68,ATM Withdrawal,16.0,Tablet,Los Angeles,2,119,13,UPI,1
1618.0,ATM Withdrawal,21.0,Mobile,Chicago,1,6,11,Credit Card,1
4962.1,POS Payment,23.0,Tablet,Houston,4,23,11,Credit Card,1
3814.28,POS Payment,14.0,Tablet,Houston,3,23,6,Credit Card,1
129.91,Bill Payment,10.0,Mobile,Boston,4,117,13,Credit Card,1
2198.65,Bank Transfer,6.0,Mobile,Houston,2,103,5,UPI,1
830.98,ATM Withdrawal,16.0,Tablet,Houston,3,70,10,UPI,1
1606.66,Bank Transfer,22.0,Tablet,Seattle,2,108,13,Credit Card,1
3093.55,ATM Withdrawal,0.0,Tablet,Boston,0,55,9,Net Banking,1
56.84,Bill Payment,3.0,Mobile,Boston,4,91,4,Net Banking,1
3570.91,Bank Transfer,17.0,Mobile,Houston,1,56,12,Net Banking,1
4085.19,ATM Withdrawal,3.0,Desktop,Houston,1,27,2,Net Banking,1
352.61,Bank Transfer,4.0,Tablet,Houston,3,119,5,Net Banking,1
1046.75,Bill Payment,1.0,Desktop,Los Angeles,3,92,2,Credit Card,1
3740.04,POS Payment,4.0,Tablet,Boston,3,101,7,UPI,1
1990.51,ATM Withdrawal,22.0,Mobile,New York,3,56,10,UPI,1
1909.28,Online Purchase,22.0,Tablet,New York,1,111,9,Net Banking,1
2397.71,ATM Withdrawal,23.0,Desktop,Los Angeles,2,102,14,Net Banking,1
4174.26,Bank Transfer,8.0,Tablet,Chicago,2,104,4,Invalid Method,1
2802.16,Online Purchase,22.0,Tablet,San Francisco,4,103,4,Credit Card,1
2425.01,Bill Payment,18.0,Tablet,Miami,4,12,3,Net Banking,1
4873.51,ATM Withdrawal,22.0,Desktop,Seattle,1,105,9,Debit Card,1
1355.71,ATM Withdrawal,21.0,Tablet,New York,0,52,1,Credit Card,1
577.97,Bill Payment,18.0,Tablet,New York,4,98,7,UPI,1
37.86,POS Payment,22.0,Tablet,New York,2,72,14,Credit Card,1
2509.11,ATM Withdrawal,23.0,Tablet,Miami,0,28,8,Net Banking,1
2504.6,ATM Withdrawal,12.0,Desktop,Chicago,2,51,13,UPI,1
2855.98,Online Purchase,18.0,Mobile,San Francisco,0,17,2,Net Banking,1
1834.73,Bill Payment,12.0,Tablet,New York,3,73,1,Credit Card,1
2495.17,Bank Transfer,16.0,Desktop,Miami,4,39,5,Debit Card,1
3045.54,Bank Transfer,21.0,Tablet,Boston,1,45,3,Credit Card,1
2808.68,ATM Withdrawal,23.0,Desktop,Chicago,4,54,1,UPI,1
1092.47,ATM Withdrawal,14.0,Mobile,New York,0,63,6,Net Banking,1
2010.49,Bank Transfer,9.0,Mobile,Miami,0,23,2,Credit Card,1
2527.71,Bill Payment,5.0,Desktop,Chicago,1,42,8,Credit Card,1
147.76,Bill Payment,19.0,Tablet,Houston,0,117,8,UPI,1
3551.44,Bank Transfer,23.0,Desktop,Houston,0,70,11,UPI,1
811.52,POS Payment,22.0,Tablet,Seattle,0,51,3,Net Banking,1
660.16,Online Purchase,21.0,Mobile,New York,3,85,10,Credit Card,1
1055.09,Bank Transfer,19.0,Mobile,New York,0,51,5,UPI,1
2412.11,Bill Payment,4.0,Desktop,Houston,4,84,2,Debit Card,1
2061.32,Bill Payment,22.0,Mobile,San Francisco,2,73,3,Net Banking,1
2456.41,Bank Transfer,20.0,Mobile,San Francisco,2,66,4,Credit Card,1
648.04,Bill Payment,16.0,Mobile,Boston,2,11,1,UPI,1
29.76,Online Purchase,11.0,Desktop,Chicago,1,109,9,Debit Card,1
2828.03,Bank Transfer,14.0,Desktop,Houston,2,7,7,Net Banking,1
2521.49,POS Payment,22.0,Desktop,Houston,0,25,10,Debit Card,1
1576.7,Online Purchase,16.0,Desktop,Los Angeles,2,10,10,Credit Card,1
51.29,Bank Transfer,15.0,Tablet,Houston,3,115,8,UPI,1
3677.88,Online Purchase,23.0,Mobile,Chicago,1,116,4,Net Banking,1
3688.28,Bill Payment,1.0,Tablet,Boston,3,32,3,UPI,1
497.87,Online Purchase,12.0,Mobile,Houston,2,19,8,Net Banking,1
1453.26,Online Purchase,9.0,Mobile,Chicago,2,100,9,Credit Card,1
2781.56,Online Purchase,7.0,Desktop,Los Angeles,3,77,9,Debit Card,1
4088.02,Bank Transfer,8.0,Desktop,Chicago,2,44,11,Debit Card,1
4589.58,Bank Transfer,10.0,Unknown Device,Chicago,2,60,13,Credit Card,1
3257.68,Online Purchase,23.0,Desktop,Seattle,0,113,3,UPI,1
1999.95,Online Purchase,11.0,Mobile,Chicago,4,109,9,Debit Card,1
1689.83,ATM Withdrawal,23.0,Mobile,Chicago,3,85,4,UPI,1
4220.81,ATM Withdrawal,9.0,Tablet,Los Angeles,0,50,12,UPI,1
4348.22,POS Payment,19.0,Tablet,Los Angeles,3,44,6,UPI,1
4435.35,Bank Transfer,0.0,Desktop,Chicago,3,93,9,UPI,1
2083.22,Bank Transfer,14.0,Desktop,San Francisco,4,110,2,Credit Card,1
4587.93,Bill Payment,12.0,Unknown Device,New York,1,33,3,Debit Card,1
2954.51,Online Purchase,13.0,Tablet,Miami,3,72,4,UPI,1
4621.35,Online Purchase,12.0,Mobile,Chicago,0,117,11,Net Banking,1
282.53,ATM Withdrawal,18.0,Tablet,San Francisco,1,73,3,UPI,1
1010.69,POS Payment,19.0,Mobile,Houston,4,112,9,Credit Card,1
3672.1,POS Payment,16.0,Tablet,Houston,0,29,4,Net Banking,1
4205.04,Online Purchase,18.0,Mobile,San Francisco,3,67,5,Debit Card,1
633.46,Bill Payment,12.0,Tablet,Boston,2,53,4,UPI,1
1862.17,Bank Transfer,18.0,Mobile,San Francisco,3,62,1,Invalid Method,1
4611.03,POS Payment,4.0,Mobile,Houston,1,46,1,Debit Card,1
363.91,Bank Transfer,20.0,Mobile,Boston,0,32,14,Debit Card,1
2060.01,POS Payment,15.0,Mobile,Boston,3,32,4,Credit Card,1
4495.25,POS Payment,17.0,Tablet,Boston,1,15,14,Net Banking,1
910.93,Bank Transfer,19.0,Tablet,Houston,3,55,4,Invalid Method,1
402.04,Online Purchase,19.0,Tablet,San Francisco,2,43,6,Credit Card,1
369.16,ATM Withdrawal,20.0,Tablet,Houston,2,70,5,Debit Card,1
4789.34,POS Payment,17.0,Mobile,Seattle,4,90,9,Invalid Method,1
3050.47,Bank Transfer,3.0,Mobile,Los Angeles,4,75,6,UPI,1
1165.68,Bank Transfer,21.0,Tablet,San Francisco,3,68,10,Debit Card,1
1379.74,Online Purchase,12.0,Tablet,Chicago,4,84,5,UPI,1
2831.46,Bill Payment,18.0,Tablet,Houston,1,9,1,UPI,1
2120.31,ATM Withdrawal,13.0,Tablet,Los Angeles,2,38,3,Net Banking,1
1499.89,ATM Withdrawal,14.0,Tablet,Chicago,0,17,8,Net Banking,1
2331.1,Bank Transfer,9.0,Tablet,Los Angeles,3,28,5,Debit Card,1
179.39,ATM Withdrawal,6.0,Tablet,Boston,2,53,13,Net Banking,1
1583.28,Bill Payment,3.0,Tablet,Boston,1,93,1,Net Banking,1
2273.26,Online Purchase,11.0,Desktop,Chicago,1,57,3,Credit Card,1
2954.65,Online Purchase,16.0,Desktop,Chicago,1,34,1,UPI,1
2243.8,POS Payment,19.0,Tablet,Seattle,2,25,2,Credit Card,1
2460.89,ATM Withdrawal,1.0,Tablet,Boston,0,14,3,UPI,1
4837.04,ATM Withdrawal,2.0,Mobile,Boston,3,39,6,Net Banking,1
4098.92,Online Purchase,14.0,Desktop,Los Angeles,4,69,8,Net Banking,1
3416.73,ATM Withdrawal,17.0,Desktop,San Francisco,2,3,2,Net Banking,1
229.86,POS Payment,23.0,Desktop,Miami,2,77,13,Debit Card,1
1772.24,Bill Payment,14.0,Desktop,Boston,2,9,14,Debit Card,1
3214.89,Bank Transfer,22.0,Desktop,Boston,3,111,4,UPI,1
3194.81,Bill Payment,8.0,Tablet,Chicago,1,118,13,UPI,1
3102.1,Bill Payment,10.0,Tablet,New York,0,95,2,Debit Card,1
393.28,Bank Transfer,14.0,Tablet,Boston,3,112,7,Debit Card,1
4974.95,Online Purchase,3.0,Desktop,Boston,3,17,10,Credit Card,1
4184.49,POS Payment,23.0,Desktop,Boston,0,32,5,Credit Card,1
607.33,Online Purchase,22.0,Desktop,Chicago,4,65,6,Debit Card,1
3546.26,POS Payment,4.0,Mobile,Los Angeles,3,107,5,Credit Card,1
880.82,Bill Payment,17.0,Tablet,Los Angeles,2,43,4,UPI,1
4900.16,Bill Payment,20.0,Desktop,Houston,4,36,13,Credit Card,1
4152.66,Bank Transfer,7.0,Tablet,Boston,3,102,11,UPI,1
2047.06,ATM Withdrawal,22.0,Mobile,Boston,2,82,14,Debit Card,1
4397.28,POS Payment,8.0,Tablet,Chicago,4,116,7,Net Banking,1
3154.3,ATM Withdrawal,2.0,Tablet,Chicago,1,70,2,Net Banking,1
973.26,Bill Payment,23.0,Unknown Device,Chicago,0,11,11,Invalid Method,1
4685.28,POS Payment,3.0,Desktop,Boston,2,20,6,UPI,1
2208.12,Online Purchase,12.0,Tablet,San Francisco,0,91,2,Debit Card,1
460.06,Online Purchase,15.0,Mobile,Chicago,3,93,8,UPI,1
45.02,ATM Withdrawal,8.0,Mobile,Chicago,1,14,5,Net Banking,1
3815.56,POS Payment,20.0,Tablet,Miami,2,42,11,Credit Card,1
456.41,POS Payment,15.0,Unknown Device,New York,0,104,4,Debit Card,1
3950.15,Bill Payment,15.0,Tablet,San Francisco,4,71,1,Debit Card,1
163.2,Bill Payment,9.0,Desktop,Boston,4,23,11,Net Banking,1
1563.49,Bank Transfer,15.0,Desktop,Chicago,3,108,7,Debit Card,1
3401.02,ATM Withdrawal,12.0,Desktop,Boston,4,21,6,Debit Card,1
1327.23,Online Purchase,23.0,Tablet,San Francisco,1,104,10,UPI,1
4605.47,ATM Withdrawal,20.0,Tablet,Los Angeles,4,45,13,Invalid Method,1
2893.18,POS Payment,21.0,Desktop,New York,2,86,5,Net Banking,1
3036.46,POS Payment,7.0,Mobile,Miami,3,119,4,Debit Card,1
554.85,Bank Transfer,10.0,Desktop,Chicago,1,113,6,Debit Card,1
4721.24,Bill Payment,4.0,Tablet,Chicago,1,18,6,UPI,1
3515.6,ATM Withdrawal,9.0,Mobile,Boston,2,2,3,Credit Card,1
579.09,Online Purchase,4.0,Tablet,Boston,4,47,9,Credit Card,1
3010.22,Bank Transfer,20.0,Mobile,Houston,4,31,8,Credit Card,1
3989.27,Online Purchase,11.0,Tablet,Miami,1,69,1,Credit Card,1
1735.16,Bank Transfer,23.0,Tablet,San Francisco,0,68,6,UPI,1
366.0,ATM Withdrawal,23.0,Tablet,Chicago,1,110,10,Net Banking,1
303.93,Bill Payment,13.0,Desktop,Houston,0,27,7,Invalid Method,1
3797.44,Bill Payment,11.0,Tablet,Boston,4,60,14,UPI,1
1153.11,POS Payment,7.0,Tablet,Los Angeles,0,108,6,UPI,1
2796.75,Bank Transfer,4.0,Mobile,Chicago,4,38,4,UPI,1
4646.07,POS Payment,22.0,Desktop,New York,2,70,4,Debit Card,1
1118.58,ATM Withdrawal,2.0,Tablet,Boston,2,77,4,Net Banking,1
4840.35,Bank Transfer,16.0,Mobile,Los Angeles,4,66,5,Debit Card,1
1074.3,Online Purchase,22.0,Desktop,Boston,4,89,3,Credit Card,1
864.73,Bank Transfer,14.0,Desktop,Los Angeles,3,9,6,Debit Card,1
3218.52,Bill Payment,7.0,Mobile,Boston,3,36,13,Debit Card,1
1886.39,POS Payment,8.0,Tablet,Chicago,0,54,8,Debit Card,1
3806.24,ATM Withdrawal,20.0,Tablet,New York,4,72,1,Net Banking,1
3088.16,Bill Payment,13.0,Mobile,Boston,2,54,5,Net Banking,1
2349.46,Online Purchase,14.0,Mobile,New York,4,100,4,UPI,1
4661.41,Bill Payment,9.0,Mobile,Los Angeles,4,119,12,Net Banking,1
2378.0,ATM Withdrawal,7.0,Mobile,Chicago,4,45,11,UPI,1
1495.78,Bank Transfer,22.0,Desktop,Los Angeles,1,80,3,Credit Card,1
4344.03,Online Purchase,13.0,Tablet,Boston,2,101,4,Net Banking,1
49997.8,ATM Withdrawal,20.0,Mobile,Houston,4,56,2,UPI,1
552.01,Online Purchase,17.0,Desktop,Seattle,3,106,4,UPI,1
2430.8,Online Purchase,10.0,Mobile,New York,3,88,5,Invalid Method,1
1120.83,ATM Withdrawal,11.0,Tablet,Los Angeles,4,101,11,Credit Card,1
1850.16,Bank Transfer,8.0,Desktop,Houston,4,62,7,Net Banking,1
2489.21,ATM Withdrawal,22.0,Mobile,Boston,2,9,12,Net Banking,1
920.9,POS Payment,6.0,Desktop,Boston,4,29,10,Credit Card,1
4934.91,Bank Transfer,20.0,Mobile,Chicago,1,75,3,Credit Card,1
4897.1,ATM Withdrawal,22.0,Desktop,New York,0,99,12,Debit Card,1
2738.27,Online Purchase,4.0,Desktop,Chicago,3,55,8,Net Banking,1
9.29,ATM Withdrawal,15.0,Tablet,Los Angeles,2,66,2,Credit Card,1
49997.8,Bill Payment,21.0,Tablet,Chicago,2,113,9,Net Banking,1
4438.37,ATM Withdrawal,16.0,Desktop,Seattle,0,40,1,Credit Card,1
3756.44,Bill Payment,22.0,Mobile,New York,1,114,12,UPI,1
4012.59,Bill Payment,11.0,Mobile,Los Angeles,2,44,12,UPI,1
246.25,Online Purchase,22.0,Desktop,Miami,2,37,11,Debit Card,1
4987.14,Online Purchase,21.0,Unknown Device,Miami,3,89,13,Debit Card,1
1355.77,POS Payment,8.0,Mobile,Boston,0,38,8,Credit Card,1
299.69,POS Payment,16.0,Tablet,Miami,1,46,10,Credit Card,1
1201.34,Bank Transfer,1.0,Tablet,Boston,1,22,5,Invalid Method,1
4762.46,POS Payment,15.0,Unknown Device,Chicago,0,19,6,Credit Card,1
2635.97,ATM Withdrawal,23.0,Tablet,Miami,2,3,3,Debit Card,1
2241.59,Bill Payment,14.0,Mobile,Boston,0,89,1,UPI,1
4430.05,Online Purchase,3.0,Mobile,Boston,1,1,4,Debit Card,1
3225.97,Bank Transfer,8.0,Mobile,Boston,4,100,1,Credit Card,1
3402.59,POS Payment,13.0,Mobile,Miami,3,32,6,Credit Card,1
1237.0,Online Purchase,9.0,Mobile,Chicago,1,27,12,UPI,1
4985.7,ATM Withdrawal,21.0,Desktop,New York,2,13,8,UPI,1
2226.34,ATM Withdrawal,13.0,Tablet,Miami,2,1,4,Debit Card,1
2590.68,ATM Withdrawal,6.0,Desktop,Boston,4,10,9,UPI,1
371.07,Bill Payment,22.0,Tablet,Houston,0,14,10,Net Banking,1
2478.71,POS Payment,16.0,Desktop,Miami,1,51,5,Net Banking,1
1336.44,Bank Transfer,13.0,Desktop,Chicago,4,10,10,Credit Card,1
4388.6,POS Payment,11.0,Tablet,Chicago,0,97,8,UPI,1
2526.78,POS Payment,0.0,Tablet,Houston,4,102,9,UPI,1
2623.0,ATM Withdrawal,20.0,Desktop,New York,0,94,3,Net Banking,1
4156.82,ATM Withdrawal,21.0,Desktop,Los Angeles,0,7,13,UPI,1
3963.51,ATM Withdrawal,6.0,Tablet,Chicago,3,99,7,Net Banking,1
3295.09,ATM Withdrawal,18.0,Mobile,Chicago,1,59,13,Credit Card,1
2555.2,Bill Payment,21.0,Mobile,Boston,1,40,7,Debit Card,1
3881.04,ATM Withdrawal,22.0,Tablet,Los Angeles,4,30,5,Credit Card,1
3344.94,Bank Transfer,10.0,Tablet,San Francisco,1,105,2,Credit Card,1
4965.83,ATM Withdrawal,21.0,Desktop,Chicago,3,50,4,Net Banking,1
3828.39,Bill Payment,20.0,Tablet,Los Angeles,0,15,3,Debit Card,1
3949.07,Bill Payment,8.0,Tablet,New York,1,113,5,Credit Card,1
4413.97,Online Purchase,15.0,Mobile,New York,4,107,1,Credit Card,1
3104.81,Online Purchase,3.0,Mobile,Boston,4,82,6,Debit Card,1
2490.18,Bank Transfer,20.0,Tablet,Boston,3,108,2,Debit Card,1
1399.74,ATM Withdrawal,22.0,Tablet,Chicago,1,60,6,UPI,1
2063.62,Bank Transfer,23.0,Mobile,Houston,4,74,5,Debit Card,1
3660.87,ATM Withdrawal,12.0,Mobile,Houston,1,73,2,Net Banking,1
1916.82,ATM Withdrawal,11.0,Tablet,New York,4,116,10,Debit Card,1
3459.94,POS Payment,20.0,Tablet,Seattle,0,50,2,Net Banking,1
2333.91,Bill Payment,2.0,Mobile,Houston,1,109,13,Net Banking,1
2284.78,ATM Withdrawal,14.0,Mobile,Chicago,1,40,13,Net Banking,1
1441.9,ATM Withdrawal,16.0,Desktop,Chicago,0,49,2,Net Banking,1
49997.8,ATM Withdrawal,11.0,Tablet,Houston,3,110,2,Debit Card,1
3064.08,Bank Transfer,13.0,Desktop,Los Angeles,0,55,7,Credit Card,1
3696.38,ATM Withdrawal,11.0,Tablet,Seattle,1,102,5,Credit Card,1
720.62,ATM Withdrawal,5.0,Tablet,Los Angeles,3,83,7,UPI,1
1815.06,POS Payment,8.0,Mobile,Los Angeles,1,78,1,UPI,1
2245.04,Bank Transfer,18.0,Mobile,Los Angeles,1,97,11,Credit Card,1
3491.79,ATM Withdrawal,22.0,Tablet,Los Angeles,0,100,10,Credit Card,1
3994.05,ATM Withdrawal,18.0,Mobile,Miami,0,102,8,Credit Card,1
2729.16,ATM Withdrawal,14.0,Desktop,Miami,2,108,10,Credit Card,1
3276.26,Online Purchase,20.0,Tablet,Miami,0,119,14,Net Banking,1
973.1,POS Payment,18.0,Mobile,Boston,1,79,4,Credit Card,1
1431.77,Online Purchase,10.0,Mobile,Miami,2,77,9,UPI,1
4857.1,POS Payment,5.0,Mobile,Boston,1,55,4,Debit Card,1
1360.34,Bill Payment,22.0,Desktop,Los Angeles,0,15,1,Net Banking,1
2269.67,ATM Withdrawal,14.0,Mobile,Los Angeles,0,108,9,Debit Card,1
2277.72,Online Purchase,20.0,Desktop,San Francisco,2,118,2,Credit Card,1
3393.95,ATM Withdrawal,13.0,Mobile,Miami,0,52,12,UPI,1
2389.48,Online Purchase,20.0,Tablet,Boston,0,69,5,Debit Card,1
3427.39,Bank Transfer,1.0,Mobile,Chicago,3,92,11,Debit Card,1
2905.03,Bank Transfer,11.0,Tablet,Boston,2,117,8,UPI,1
3352.17,Bank Transfer,21.0,Mobile,San Francisco,4,94,5,Invalid Method,1
2760.06,POS Payment,15.0,Desktop,Houston,0,110,7,UPI,1
1465.55,Bank Transfer,13.0,Mobile,Miami,4,18,4,Credit Card,1
2820.48,POS Payment,22.0,Tablet,Miami,0,39,9,Net Banking,1
2621.35,ATM Withdrawal,22.0,Mobile,Los Angeles,4,111,11,UPI,1
1602.56,POS Payment,7.0,Tablet,Boston,1,42,11,Debit Card,1
4172.03,Bill Payment,21.0,Desktop,Los Angeles,1,95,6,Credit Card,1
418.43,POS Payment,8.0,Unknown Device,Boston,1,31,7,Debit Card,1
3796.82,Bank Transfer,1.0,Mobile,Boston,2,74,10,UPI,1
81.77,Bill Payment,20.0,Tablet,Chicago,3,76,2,Credit Card,1
3544.29,ATM Withdrawal,13.0,Tablet,Seattle,3,102,6,Net Banking,1
2778.74,ATM Withdrawal,19.0,Desktop,San Francisco,4,58,6,Credit Card,1
3797.15,ATM Withdrawal,10.0,Mobile,Miami,0,103,3,Invalid Method,1
3216.34,Bill Payment,23.0,Tablet,San Francisco,4,64,13,Debit Card,1
3833.32,POS Payment,17.0,Tablet,Boston,3,69,2,Debit Card,1
1947.54,ATM Withdrawal,7.0,Desktop,Boston,4,8,8,Net Banking,1
2326.97,ATM Withdrawal,23.0,Mobile,San Francisco,2,77,7,Debit Card,1
3013.94,Bill Payment,20.0,Desktop,Miami,0,55,10,Debit Card,1
2574.19,POS Payment,23.0,Desktop,Boston,2,38,5,Debit Card,1
1318.68,Online Purchase,12.0,Tablet,Houston,4,58,6,Credit Card,1
303.46,POS Payment,17.0,Tablet,Boston,1,77,5,Credit Card,1
4164.46,Bank Transfer,21.0,Desktop,Miami,3,99,14,Net Banking,1
2118.76,Online Purchase,14.0,Desktop,Los Angeles,0,86,1,Credit Card,1
3240.1,Bank Transfer,11.0,Desktop,Chicago,2,26,7,Credit Card,1
4982.94,ATM Withdrawal,10.0,Desktop,San Francisco,3,97,1,Credit Card,1
4524.4,POS Payment,21.0,Tablet,Chicago,1,96,11,Credit Card,1
4224.59,POS Payment,20.0,Mobile,Boston,1,106,3,Credit Card,1
844.28,POS Payment,16.0,Tablet,Seattle,0,107,3,Credit Card,1
4001.44,ATM Withdrawal,18.0,Desktop,Boston,0,23,9,Credit Card,1
4437.61,Bill Payment,6.0,Tablet,Chicago,3,111,13,UPI,1
395.82,Online Purchase,5.0,Mobile,Houston,2,49,2,Net Banking,1
4394.4,Bank Transfer,22.0,Mobile,New York,0,78,7,UPI,1
826.66,ATM Withdrawal,13.0,Desktop,Houston,2,74,13,Credit Card,1
436.63,Bank Transfer,9.0,Tablet,Chicago,3,35,5,UPI,1
2125.67,POS Payment,3.0,Mobile,Chicago,0,83,7,Net Banking,1
4290.42,Online Purchase,3.0,Mobile,Chicago,0,42,8,Debit Card,1
578.9,Bank Transfer,15.0,Mobile,New York,3,111,5,Credit Card,1
214.66,Online Purchase,16.0,Tablet,Seattle,0,100,6,UPI,1
441.19,ATM Withdrawal,14.0,Tablet,Miami,0,80,4,Credit Card,1
602.29,ATM Withdrawal,1.0,Unknown Device,Boston,4,99,11,Invalid Method,1
3844.03,Online Purchase,19.0,Mobile,Chicago,0,94,1,Net Banking,1
2505.31,Bank Transfer,11.0,Tablet,Boston,1,25,4,UPI,1
633.82,ATM Withdrawal,3.0,Mobile,Boston,2,39,2,Debit Card,1
4227.2,Bank Transfer,6.0,Tablet,Chicago,2,91,13,Credit Card,1
4549.97,Bill Payment,12.0,Mobile,Houston,1,57,11,Net Banking,1
1269.39,Bank Transfer,1.0,Tablet,Boston,2,31,1,Net Banking,1
2479.77,Bill Payment,0.0,Tablet,Boston,1,65,10,Debit Card,1
2415.86,Online Purchase,19.0,Desktop,Miami,0,81,9,Net Banking,1
2776.8,Online Purchase,22.0,Mobile,Miami,2,65,14,Net Banking,1
4196.85,ATM Withdrawal,16.0,Desktop,Miami,0,41,6,UPI,1
1031.92,POS Payment,16.0,Tablet,San Francisco,0,80,7,UPI,1
2169.56,Online Purchase,0.0,Desktop,Boston,4,81,9,Credit Card,1
521.84,Bill Payment,13.0,Tablet,Boston,3,109,8,Credit Card,1
1427.22,Bill Payment,14.0,Desktop,Miami,4,95,3,Debit Card,1
1940.08,Bank Transfer,21.0,Mobile,Boston,4,13,12,Debit Card,1
1007.86,ATM Withdrawal,8.0,Mobile,Houston,2,106,14,UPI,1
4318.42,Bank Transfer,22.0,Desktop,Chicago,3,29,12,Credit Card,1
3239.59,POS Payment,15.0,Tablet,Boston,0,16,1,Credit Card,1
4450.03,Bill Payment,10.0,Desktop,Los Angeles,3,22,4,Net Banking,1
1451.67,Online Purchase,11.0,Mobile,Boston,3,28,3,Debit Card,1
2357.33,Online Purchase,23.0,Tablet,New York,3,118,9,Debit Card,1
3631.17,Bank Transfer,22.0,Desktop,Miami,0,83,5,Net Banking,1
3993.36,POS Payment,6.0,Unknown Device,Boston,1,100,10,Debit Card,1
4288.64,Bank Transfer,9.0,Tablet,Chicago,3,16,1,Debit Card,1
2170.51,POS Payment,12.0,Desktop,New York,4,49,1,UPI,1
780.29,POS Payment,7.0,Mobile,Miami,4,102,5,Debit Card,1
4985.7,Bill Payment,3.0,Mobile,Los Angeles,2,61,8,Debit Card,1
4585.92,ATM Withdrawal,19.0,Tablet,New York,3,47,5,Net Banking,1
4201.97,Bank Transfer,10.0,Mobile,Houston,0,25,14,Credit Card,1
3291.51,Bill Payment,17.0,Desktop,Los Angeles,3,19,14,Net Banking,1
2354.11,Bill Payment,16.0,Desktop,Chicago,1,36,7,UPI,1
4554.07,ATM Withdrawal,17.0,Mobile,Miami,0,86,12,UPI,1
165.67,Bill Payment,19.0,Tablet,Los Angeles,3,103,7,Credit Card,1
1143.18,Online Purchase,18.0,Tablet,Miami,4,11,7,Net Banking,1
439.6,POS Payment,6.0,Tablet,Boston,3,18,10,Debit Card,1
1915.26,ATM Withdrawal,10.0,Desktop,Chicago,0,10,11,Credit Card,1
1594.31,Online Purchase,10.0,Desktop,Miami,3,113,13,UPI,1
2599.84,Bill Payment,18.0,Tablet,Miami,0,46,11,Debit Card,1
303.89,Bill Payment,8.0,Tablet,Chicago,1,44,2,Net Banking,1
3007.85,POS Payment,11.0,Desktop,Los Angeles,1,28,4,Net Banking,1
2825.57,Bill Payment,18.0,Mobile,Miami,3,23,9,Credit Card,1
2320.57,POS Payment,20.0,Desktop,Boston,2,92,13,Net Banking,1
456.88,Online Purchase,10.0,Tablet,Houston,2,50,6,Net Banking,1
2729.04,Bank Transfer,3.0,Desktop,Boston,0,108,7,Credit Card,1
2788.35,Bank Transfer,1.0,Tablet,Houston,0,100,4,Credit Card,1
4948.19,Bill Payment,17.0,Desktop,Miami,1,32,4,Net Banking,1
594.51,Bill Payment,3.0,Desktop,Houston,0,96,12,Debit Card,1
906.78,Bill Payment,20.0,Desktop,Chicago,0,69,14,Debit Card,1
1263.83,Bill Payment,0.0,Tablet,Boston,1,89,11,Debit Card,1
3479.01,ATM Withdrawal,22.0,Desktop,Los Angeles,0,74,5,UPI,1
1320.58,POS Payment,20.0,Desktop,New York,4,107,12,UPI,1
3773.93,ATM Withdrawal,11.0,Tablet,New York,2,119,10,Credit Card,1
1965.69,Bill Payment,16.0,Unknown Device,Miami,0,93,11,Credit Card,1
4343.5,Bank Transfer,2.0,Desktop,Miami,2,61,2,UPI,1
4397.66,Bank Transfer,14.0,Tablet,San Francisco,4,114,7,Net Banking,1
1131.77,Online Purchase,17.0,Mobile,Chicago,3,71,12,Net Banking,1
4931.49,Bank Transfer,5.0,Desktop,New York,0,113,3,Credit Card,1
1557.96,Bank Transfer,15.0,Mobile,Boston,0,10,13,Invalid Method,1
